price,rooms,bed,bath,car,land,lat,long
910000.0,3,3.0,1.0,1.0,775.0,-37.7231,144.8835
773000.0,4,5.0,3.0,4.0,531.0,-37.7263,144.8679
810000.0,3,3.0,3.0,2.0,555.0,-37.7285,144.8694
715000.0,3,3.0,2.0,2.0,422.0,-37.7164,144.8792
790000.0,3,3.0,1.0,3.0,614.0,-37.7194,144.8827
540000.0,3,2.0,2.0,1.0,161.0,-37.7231,144.8802
825000.0,3,3.0,2.0,1.0,293.0,-37.72,144.8776
685000.0,3,3.0,1.0,1.0,579.0,-37.7226,144.8733
805000.0,3,3.0,1.0,1.0,623.0,-37.7184,144.882
510000.0,2,2.0,1.0,1.0,141.0,-37.7202,144.8797
612000.0,3,3.0,2.0,1.0,212.0,-37.7181,144.8824
662000.0,3,3.0,1.0,2.0,612.0,-37.7169,144.8815
978000.0,4,4.0,3.0,2.0,532.0,-37.7263,144.869
720000.0,3,3.0,1.0,1.0,585.0,-37.72,144.878
765000.0,4,4.0,1.0,2.0,509.0,-37.7261,144.8785
900000.0,4,4.0,2.0,3.0,628.0,-37.7256,144.8739
1275000.0,2,2.0,1.0,0.0,120.0,-37.8459,144.9555
1455000.0,2,2.0,1.0,0.0,159.0,-37.845,144.9538
2850000.0,3,3.0,2.0,0.0,211.0,-37.8481,144.9499
1850000.0,3,3.0,2.0,0.0,128.0,-37.8452,144.9488
1436000.0,2,2.0,1.0,0.0,130.0,-37.8431,144.9565
1110000.0,2,1.0,1.0,0.0,147.0,-37.8444,144.9484
1550000.0,2,2.0,1.0,1.0,167.0,-37.8405,144.9521
2300000.0,4,4.0,2.0,1.0,153.0,-37.8447,144.9523
1550000.0,3,3.0,2.0,2.0,718.0,-37.8443,144.9598
1800000.0,3,3.0,2.0,1.0,132.0,-37.8415,144.952
2120000.0,2,2.0,1.0,1.0,199.0,-37.8422,144.9554
1800000.0,3,3.0,1.0,1.0,253.0,-37.8443,144.9579
1800000.0,3,3.0,2.0,1.0,90.0,-37.8421,144.9571
1810000.0,2,2.0,1.0,0.0,240.0,-37.8379,144.9539
2615000.0,3,3.0,2.0,1.0,177.0,-37.8415,144.9585
2100000.0,5,5.0,2.0,1.0,237.0,-37.8436,144.9557
1300000.0,3,3.0,1.0,0.0,129.0,-37.8422,144.94899999999996
1370000.0,3,3.0,2.0,2.0,0.0,-37.8451,144.9511
1000000.0,2,2.0,1.0,0.0,288.0,-37.8407,144.9523
2575000.0,3,3.0,2.0,1.0,228.0,-37.8445,144.9501
1322500.0,2,2.0,1.0,0.0,149.0,-37.8443,144.9481
1562500.0,2,2.0,1.0,0.0,141.0,-37.8424,144.9562
2000000.0,3,3.0,2.0,1.0,211.0,-37.847,144.9575
1900000.0,3,3.0,1.0,0.0,209.0,-37.8468,144.9546
3010000.0,3,3.0,2.0,0.0,147.0,-37.8473,144.9551
2800000.0,4,4.0,3.0,1.0,327.0,-37.8467,144.9475
647000.0,2,2.0,1.0,1.0,0.0,-37.846,144.9542
2100000.0,3,2.0,1.0,1.0,120.0,-37.8427,144.9546
2000000.0,3,3.0,1.0,1.0,238.0,-37.8461,144.9528
442500.0,1,1.0,1.0,0.0,0.0,-37.8421,144.9517
1340000.0,2,2.0,1.0,0.0,136.0,-37.846,144.9517
1801000.0,3,3.0,1.0,1.0,202.0,-37.8429,144.9493
1532000.0,3,3.0,3.0,1.0,0.0,-37.8415,144.9585
2140000.0,4,3.0,2.0,1.0,183.0,-37.8434,144.9495
1750000.0,2,2.0,1.0,1.0,162.0,-37.8416,144.9488
980000.0,2,2.0,1.0,0.0,79.0,-37.8387,144.9519
2030000.0,3,3.0,2.0,0.0,152.0,-37.8488,144.9551
1740000.0,3,3.0,2.0,2.0,147.0,-37.8448,144.9453
2800000.0,3,3.0,3.0,1.0,0.0,-37.8399,144.9577
985000.0,1,1.0,1.0,0.0,81.0,-37.8411,144.9497
2000000.0,4,3.0,2.0,4.0,853.0,-37.7707,145.0318
1110000.0,3,3.0,2.0,2.0,208.0,-37.7854,145.0325
1492000.0,3,3.0,2.0,2.0,411.0,-37.7713,145.0279
1717500.0,4,4.0,2.0,1.0,599.0,-37.7717,145.031
2840000.0,5,5.0,4.0,4.0,809.0,-37.775,145.0268
525500.0,2,2.0,1.0,1.0,88.0,-37.7791,145.0306
805000.0,2,2.0,2.0,3.0,155.0,-37.7804,145.0308
465000.0,2,2.0,1.0,1.0,0.0,-37.7773,145.0314
2000000.0,3,3.0,3.0,2.0,686.0,-37.78,145.0341
1540000.0,3,3.0,1.0,2.0,592.0,-37.7755,145.0288
820000.0,2,2.0,1.0,1.0,183.0,-37.7747,145.0264
1830000.0,4,4.0,2.0,2.0,606.0,-37.7743,145.0316
2100000.0,4,4.0,2.0,2.0,575.0,-37.7723,145.0319
865000.0,3,3.0,1.0,1.0,180.0,-37.7802,145.0243
390000.0,2,2.0,1.0,1.0,0.0,-37.7773,145.0314
650000.0,2,0.0,1.0,0.0,0.0,-37.7848,145.025
512000.0,2,2.0,1.0,1.0,0.0,-37.7805,145.0262
1165000.0,3,3.0,1.0,2.0,979.0,-37.7792,145.029
1900000.0,4,4.0,2.0,2.0,556.0,-37.7844,145.0225
1485000.0,3,3.0,0.0,0.0,597.0,-37.7781,145.0284
1950000.0,4,4.0,2.0,3.0,589.0,-37.7719,145.0309
520000.0,3,3.0,2.0,1.0,352.0,-37.87,144.825
1525000.0,5,5.0,3.0,3.0,729.0,-37.8721,144.8105
720000.0,2,2.0,1.0,2.0,292.0,-37.8687,144.8197
1120000.0,3,3.0,1.0,2.0,506.0,-37.8693,144.8375
780000.0,4,4.0,1.0,4.0,655.0,-37.868,144.8154
1780000.0,4,4.0,3.0,6.0,1057.0,-37.8681,144.819
630000.0,3,2.0,1.0,2.0,311.0,-37.8702,144.8143
406000.0,2,2.0,1.0,1.0,65.0,-37.8693,144.8171
660000.0,3,3.0,1.0,1.0,602.0,-37.8616,144.8116
683500.0,3,3.0,1.0,1.0,530.0,-37.8594,144.817
580000.0,2,2.0,1.0,1.0,225.0,-37.8696,144.827
1335000.0,3,3.0,1.0,4.0,777.0,-37.8697,144.8249
800000.0,3,3.0,2.0,2.0,280.0,-37.8734,144.8143
510000.0,2,2.0,1.0,1.0,127.0,-37.8686,144.8182
1070000.0,4,4.0,2.0,2.0,695.0,-37.8733,144.8147
425000.0,2,2.0,1.0,2.0,115.0,-37.871,144.8185
605000.0,3,3.0,2.0,2.0,230.0,-37.8646,144.827
705000.0,3,3.0,2.0,2.0,197.0,-37.8579,144.8181
391000.0,2,2.0,1.0,1.0,0.0,-37.8678,144.8384
440000.0,2,2.0,1.0,1.0,0.0,-37.8659,144.83100000000005
845000.0,4,4.0,1.0,2.0,745.0,-37.8658,144.8155
743000.0,3,3.0,2.0,2.0,211.0,-37.8698,144.816
730000.0,3,3.0,2.0,1.0,69.0,-37.868,144.8286
635000.0,3,3.0,1.0,4.0,625.0,-37.8611,144.8114
620000.0,2,2.0,1.0,1.0,168.0,-37.8676,144.8202
447000.0,2,2.0,1.0,1.0,137.0,-37.8655,144.8299
730000.0,3,3.0,2.0,1.0,70.0,-37.868,144.8287
678000.0,3,3.0,1.0,2.0,606.0,-37.8608,144.8124
580000.0,2,2.0,2.0,1.0,175.0,-37.8687,144.8268
712000.0,3,3.0,1.0,2.0,363.0,-37.8674,144.8375
840000.0,3,3.0,2.0,2.0,534.0,-37.86,144.8245
980000.0,3,3.0,1.0,2.0,724.0,-37.8672,144.817
605100.0,3,3.0,2.0,0.0,265.0,-37.8583,144.8172
880000.0,3,3.0,3.0,1.0,577.0,-37.8699,144.8235
577000.0,3,3.0,2.0,1.0,205.0,-37.8684,144.815
1030000.0,4,4.0,1.0,0.0,797.0,-37.8663,144.8387
605000.0,3,3.0,1.0,2.0,181.0,-37.8659,144.822
753000.0,3,3.0,2.0,2.0,529.0,-37.8612,144.8247
857000.0,2,2.0,2.0,1.0,675.0,-37.8653,144.8129
1500000.0,3,3.0,1.0,1.0,929.0,-37.8651,144.832
730000.0,3,3.0,2.0,1.0,70.0,-37.868,144.8285
900000.0,3,3.0,1.0,4.0,697.0,-37.871,144.8075
740000.0,3,3.0,1.0,2.0,604.0,-37.8631,144.8195
931000.0,4,4.0,2.0,3.0,532.0,-37.8637,144.8365
535600.0,2,2.0,1.0,1.0,154.0,-37.8646,144.8272
1085000.0,5,5.0,3.0,6.0,592.0,-37.8388,144.8567
781000.0,3,3.0,1.0,2.0,533.0,-37.8291,144.835
750000.0,3,3.0,1.0,3.0,554.0,-37.8449,144.85
421000.0,2,2.0,1.0,1.0,77.0,-37.8351,144.8529
1405000.0,3,3.0,1.0,3.0,655.0,-37.8338,144.8562
683000.0,3,3.0,1.0,2.0,534.0,-37.8284,144.8355
623000.0,3,3.0,1.0,3.0,540.0,-37.8267,144.8368
720000.0,3,3.0,2.0,1.0,0.0,-37.8379,144.8583
588000.0,3,3.0,1.0,1.0,328.0,-37.838,144.8555
710000.0,3,3.0,1.0,3.0,540.0,-37.8294,144.8378
875000.0,4,3.0,1.0,4.0,559.0,-37.8448,144.8529
700000.0,3,3.0,1.0,3.0,554.0,-37.8449,144.85
640000.0,2,2.0,1.0,1.0,252.0,-37.8397,144.8602
650000.0,4,4.0,1.0,4.0,558.0,-37.8451,144.8529
675000.0,3,3.0,2.0,2.0,171.0,-37.8337,144.8554
708000.0,3,3.0,1.0,2.0,585.0,-37.8258,144.8523
965000.0,4,4.0,1.0,4.0,851.0,-37.8345,144.8444
680000.0,3,3.0,1.0,3.0,551.0,-37.8254,144.8514
770000.0,3,3.0,1.0,3.0,602.0,-37.8327,144.8451
923000.0,3,3.0,1.0,2.0,740.0,-37.8269,144.8455
693000.0,4,4.0,2.0,4.0,315.0,-37.8391,144.8467
620000.0,3,5.0,2.0,2.0,276.0,-37.8262,144.8443
728500.0,3,3.0,1.0,1.0,531.0,-37.8277,144.8385
931000.0,3,3.0,2.0,1.0,590.0,-37.8382,144.8649
988000.0,3,3.0,1.0,4.0,715.0,-37.8423,144.8632
590000.0,3,3.0,1.0,2.0,561.0,-37.8444,144.8491
610000.0,2,2.0,1.0,2.0,691.0,-37.834,144.8553
815000.0,3,3.0,2.0,3.0,555.0,-37.8318,144.8388
970000.0,4,4.0,1.0,2.0,708.0,-37.833,144.8494
760000.0,4,4.0,1.0,3.0,668.0,-37.8262,144.8439
847500.0,4,4.0,3.0,1.0,252.0,-37.8393,144.8568
1200000.0,4,4.0,1.0,4.0,633.0,-37.8375,144.8541
700000.0,3,3.0,1.0,1.0,557.0,-37.8441,144.8505
625000.0,3,3.0,1.0,1.0,536.0,-37.8285,144.8351
292000.0,2,2.0,1.0,1.0,153.0,-37.8332,144.8649
599000.0,2,2.0,1.0,1.0,0.0,-37.8543,145.0262
550000.0,2,2.0,1.0,0.0,861.0,-37.8539,145.0284
995000.0,3,3.0,2.0,2.0,0.0,-37.8552,145.016
1205000.0,3,3.0,2.0,2.0,101.0,-37.854,145.0135
1939000.0,3,3.0,2.0,2.0,296.0,-37.8614,145.0274
421500.0,1,1.0,1.0,0.0,0.0,-37.853,145.0167
1870000.0,3,3.0,1.0,1.0,217.0,-37.8592,145.0182
678000.0,2,2.0,1.0,2.0,0.0,-37.8538,145.0127
1918000.0,3,3.0,2.0,2.0,0.0,-37.8537,145.0267
660000.0,2,2.0,1.0,1.0,0.0,-37.8619,145.0257
2050000.0,3,3.0,2.0,1.0,205.0,-37.8574,145.0281
700000.0,2,2.0,1.0,2.0,0.0,-37.8552,145.016
3000000.0,4,4.0,2.0,2.0,1581.0,-37.858,145.0111
1525000.0,5,8.0,2.0,2.0,693.0,-37.8638,145.0229
735000.0,3,3.0,2.0,1.0,2113.0,-37.8543,145.0262
825000.0,2,2.0,1.0,1.0,0.0,-37.8528,145.0268
1586000.0,3,2.0,2.0,2.0,246.0,-37.8566,145.0116
645000.0,2,3.0,1.0,1.0,0.0,-37.8596,145.0198
1435000.0,1,2.0,2.0,1.0,144.0,-37.8564,145.0228
280000.0,1,1.0,1.0,1.0,0.0,-37.8619,145.0185
400000.0,1,1.0,1.0,1.0,0.0,-37.8605,145.0185
1780000.0,2,2.0,2.0,2.0,0.0,-37.8537,145.0267
592500.0,2,2.0,1.0,1.0,0.0,-37.8574,145.0174
1210000.0,2,2.0,1.0,0.0,249.0,-37.8543,145.016
2801000.0,4,4.0,2.0,2.0,624.0,-37.8536,145.0173
390000.0,1,1.0,1.0,0.0,881.0,-37.8614,145.0222
1800000.0,3,3.0,2.0,2.0,405.0,-37.8545,145.0145
2200000.0,4,4.0,1.0,2.0,495.0,-37.8613,145.0264
324000.0,1,1.0,1.0,1.0,0.0,-37.8537,145.0114
1125000.0,2,3.0,1.0,2.0,169.0,-37.851,145.0161
2250000.0,3,3.0,3.0,1.0,301.0,-37.8511,145.0167
2360000.0,3,3.0,2.0,0.0,336.0,-37.8558,145.015
1900000.0,2,2.0,2.0,0.0,207.0,-37.8571,145.0224
440000.0,1,1.0,1.0,1.0,0.0,-37.8531,145.0115
490000.0,2,2.0,1.0,1.0,0.0,-37.8646,145.0247
2365000.0,3,3.0,2.0,1.0,316.0,-37.8521,145.019
1300000.0,3,2.0,1.0,2.0,212.0,-37.8542,145.0149
732000.0,3,3.0,2.0,2.0,0.0,-37.8597,145.0104
704000.0,2,2.0,1.0,1.0,0.0,-37.8573,145.0186
620000.0,2,3.0,1.0,1.0,0.0,-37.8596,145.0198
1900000.0,3,3.0,1.0,2.0,328.0,-37.8559,145.0158
315000.0,1,1.0,1.0,1.0,0.0,-37.8575,145.0174
450000.0,1,1.0,1.0,1.0,0.0,-37.8509,145.0203
710000.0,2,2.0,1.0,1.0,2471.0,-37.8573,145.0186
872000.0,2,2.0,1.0,1.0,1194.0,-37.8604,145.0147
598000.0,2,2.0,1.0,1.0,0.0,-37.8593,145.0156
1285000.0,3,3.0,1.0,2.0,186.0,-37.8554,145.0173
520000.0,2,1.0,1.0,1.0,0.0,-37.8618,145.0183
1101000.0,3,3.0,1.0,2.0,103.0,-37.8542,145.0135
2000000.0,4,4.0,3.0,4.0,544.0,-37.8611,145.0195
869000.0,3,2.0,1.0,1.0,0.0,-37.853,145.0264
2810000.0,5,5.0,2.0,2.0,617.0,-37.8611,145.0271
565000.0,2,3.0,1.0,1.0,0.0,-37.8573,145.0112
567000.0,1,1.0,1.0,1.0,0.0,-37.8549,145.0113
546000.0,2,2.0,0.0,0.0,0.0,-37.8568,145.0161
471500.0,2,2.0,1.0,1.0,0.0,-37.8503,145.0185
455000.0,2,3.0,1.0,2.0,0.0,-37.7756,144.9165
940000.0,3,3.0,1.0,2.0,298.0,-37.7777,144.9195
467000.0,2,2.0,1.0,1.0,0.0,-37.7761,144.9201
1380000.0,3,3.0,2.0,2.0,277.0,-37.7777,144.9221
490000.0,2,2.0,1.0,1.0,423.0,-37.7736,144.9015
1850000.0,4,4.0,3.0,1.0,478.0,-37.7729,144.9179
1284000.0,3,3.0,1.0,2.0,623.0,-37.7758,144.9089
971000.0,3,3.0,2.0,2.0,285.0,-37.775,144.9091
710000.0,2,2.0,1.0,1.0,214.0,-37.7776,144.9142
2425000.0,6,6.0,3.0,2.0,1014.0,-37.7721,144.9184
750000.0,2,2.0,1.0,1.0,226.0,-37.7745,144.9093
1053000.0,2,2.0,1.0,1.0,269.0,-37.7748,144.929
1377000.0,3,3.0,1.0,1.0,417.0,-37.7756,144.9208
970000.0,3,3.0,1.0,2.0,350.0,-37.7759,144.91
940000.0,2,2.0,1.0,1.0,330.0,-37.773,144.9049
751000.0,2,2.0,1.0,1.0,118.0,-37.7807,144.9288
950000.0,2,2.0,1.0,1.0,173.0,-37.7731,144.9206
685000.0,2,2.0,1.0,2.0,228.0,-37.7718,144.9066
1230000.0,3,4.0,1.0,2.0,594.0,-37.7819,144.9064
636500.0,2,2.0,1.0,1.0,0.0,-37.7738,144.9345
910000.0,3,3.0,1.0,0.0,317.0,-37.7746,144.9112
770000.0,2,2.0,1.0,1.0,226.0,-37.7774,144.9186
960000.0,3,3.0,2.0,2.0,229.0,-37.7778,144.9065
890000.0,4,4.0,1.0,1.0,300.0,-37.7766,144.9143
965000.0,2,2.0,1.0,1.0,170.0,-37.7732,144.9206
1440000.0,3,3.0,1.0,1.0,487.0,-37.7725,144.9146
955000.0,2,2.0,1.0,0.0,255.0,-37.7825,144.9208
450000.0,2,2.0,1.0,1.0,0.0,-37.7731,144.9074
801000.0,3,3.0,1.0,2.0,431.0,-37.781,144.9207
1000000.0,3,3.0,2.0,2.0,440.0,-37.7746,144.9031
1435000.0,3,3.0,2.0,2.0,532.0,-37.7737,144.904
390000.0,1,1.0,1.0,1.0,0.0,-37.7723,144.9094
1425000.0,3,3.0,2.0,2.0,495.0,-37.7821,144.9055
1340000.0,4,3.0,2.0,2.0,683.0,-37.775,144.93200000000004
955000.0,3,3.0,1.0,1.0,263.0,-37.7753,144.9116
1100000.0,4,4.0,2.0,5.0,559.0,-37.7791,144.9136
1255000.0,3,3.0,2.0,2.0,308.0,-37.7759,144.9338
432000.0,2,2.0,1.0,1.0,0.0,-37.773,144.9303
1640000.0,4,4.0,3.0,2.0,562.0,-37.782,144.903
1430000.0,6,4.0,2.0,1.0,461.0,-37.78,144.9295
610000.0,2,2.0,1.0,1.0,301.0,-37.7791,144.914
940000.0,3,3.0,3.0,1.0,491.0,-37.7727,144.9136
890000.0,3,3.0,1.0,1.0,242.0,-37.7765,144.9114
1180000.0,3,3.0,2.0,2.0,617.0,-37.7742,144.906
1480000.0,4,4.0,2.0,2.0,597.0,-37.7757,144.9088
1150000.0,2,2.0,1.0,1.0,387.0,-37.7734,144.9191
1350000.0,3,3.0,1.0,3.0,575.0,-37.7828,144.9049
1905000.0,5,5.0,2.0,2.0,521.0,-37.7778,144.9261
865000.0,2,2.0,2.0,1.0,146.0,-37.7713,144.9038
705000.0,2,2.0,2.0,1.0,113.0,-37.7712,144.9088
442000.0,2,2.0,1.0,1.0,0.0,-37.7733,144.9219
540000.0,2,2.0,2.0,1.0,0.0,-37.7786,144.9141
1037500.0,3,3.0,1.0,2.0,506.0,-37.7779,144.9133
1050000.0,3,3.0,2.0,2.0,318.0,-37.7744,144.9035
440000.0,2,2.0,1.0,1.0,0.0,-37.7749,144.9137
1010000.0,2,2.0,1.0,1.0,325.0,-37.7722,144.9117
1430000.0,4,4.0,2.0,0.0,418.0,-37.7766,144.9187
570000.0,2,2.0,1.0,1.0,0.0,-37.7779,144.9137
690000.0,2,2.0,1.0,1.0,0.0,-37.7728,144.9169
1291000.0,3,3.0,1.0,2.0,414.0,-37.7766,144.9185
1130000.0,3,3.0,2.0,1.0,272.0,-37.7774,144.928
1135000.0,3,3.0,1.0,1.0,296.0,-37.777,144.9176
950000.0,4,4.0,2.0,1.0,298.0,-37.7778,144.9131
790000.0,3,3.0,2.0,1.0,0.0,-37.7722,144.9163
390000.0,2,2.0,1.0,1.0,1957.0,-37.7731,144.9074
1345000.0,4,4.0,1.0,1.0,552.0,-37.7769,144.9138
1381500.0,3,3.0,2.0,2.0,416.0,-37.7727,144.9055
940000.0,3,3.0,2.0,2.0,285.0,-37.7778,144.9061
995000.0,3,3.0,2.0,1.0,314.0,-37.7778,144.9042
1050000.0,3,3.0,1.0,3.0,536.0,-37.7728,144.9076
786000.0,3,3.0,2.0,1.0,576.0,-37.7816,144.9217
705000.0,2,2.0,1.0,3.0,252.0,-37.7825,144.9206
760000.0,2,2.0,1.0,1.0,124.0,-37.7807,144.9285
487500.0,3,3.0,1.0,3.0,0.0,-37.7723,144.9094
1000000.0,3,3.0,2.0,2.0,200.0,-37.7766,144.9277
1110000.0,4,4.0,2.0,1.0,349.0,-37.7775,144.91299999999995
1300000.0,4,4.0,1.0,4.0,664.0,-37.7765,144.9132
1060000.0,3,3.0,1.0,1.0,555.0,-37.7767,144.9125
1410000.0,3,3.0,2.0,2.0,459.0,-37.7767,144.9124
1305000.0,3,2.0,1.0,1.0,278.0,-37.7768,144.9223
932500.0,3,3.0,2.0,1.0,254.0,-37.7738,144.9215
965000.0,3,3.0,1.0,0.0,216.0,-37.7792,144.9297
1215000.0,3,3.0,1.0,1.0,452.0,-37.7762,144.9174
545000.0,2,2.0,1.0,2.0,194.0,-37.7772,144.9118
1705000.0,4,4.0,2.0,4.0,598.0,-37.7774,144.9104
970000.0,3,2.0,1.0,1.0,194.0,-37.7756,144.921
925000.0,2,2.0,1.0,1.0,407.0,-37.7756,144.9105
2650000.0,4,4.0,3.0,2.0,753.0,-37.8669,145.0767
1670000.0,3,3.0,2.0,2.0,599.0,-37.8673,145.0688
955000.0,3,3.0,2.0,2.0,203.0,-37.8655,145.0807
2050000.0,3,3.0,3.0,4.0,310.0,-37.874,145.0714
500000.0,2,2.0,1.0,1.0,710.0,-37.8636,145.0794
1575000.0,2,2.0,1.0,2.0,679.0,-37.869,145.0822
1555000.0,3,3.0,2.0,2.0,731.0,-37.8666,145.0676
1100000.0,3,3.0,3.0,2.0,276.0,-37.8699,145.0778
1337000.0,3,3.0,1.0,2.0,583.0,-37.8685,145.0786
2950000.0,8,9.0,7.0,4.0,1472.0,-37.8729,145.0788
2215000.0,4,4.0,2.0,1.0,681.0,-37.8612,145.0858
1518000.0,3,3.0,2.0,2.0,516.0,-37.8675,145.0668
1710000.0,3,3.0,1.0,2.0,806.0,-37.8695,145.084
1655000.0,3,3.0,1.0,3.0,780.0,-37.8599,145.0815
1550000.0,4,4.0,2.0,2.0,780.0,-37.86,145.0817
1662000.0,3,3.0,2.0,2.0,351.0,-37.8742,145.07
1665000.0,3,3.0,2.0,3.0,702.0,-37.8737,145.0695
1445000.0,2,2.0,1.0,2.0,704.0,-37.8745,145.0738
968000.0,3,3.0,1.0,1.0,227.0,-37.8709,145.0857
900000.0,3,3.0,2.0,2.0,153.0,-37.8655,145.0808
1500000.0,3,3.0,1.0,2.0,545.0,-37.8605,145.0833
2752000.0,5,6.0,4.0,2.0,1075.0,-37.8714,145.07299999999995
1500000.0,3,3.0,2.0,2.0,710.0,-37.8653,145.0897
1800000.0,4,4.0,2.0,4.0,749.0,-37.8669,145.077
1830000.0,3,3.0,2.0,3.0,724.0,-37.8619,145.0879
1415000.0,3,3.0,1.0,1.0,605.0,-37.8703,145.0774
1440000.0,2,2.0,1.0,1.0,687.0,-37.872,145.0692
1250000.0,4,4.0,2.0,2.0,321.0,-37.8693,145.08
1422000.0,3,3.0,1.0,2.0,583.0,-37.8679,145.0781
1600000.0,5,5.0,3.0,4.0,700.0,-37.8724,145.0758
1860000.0,4,4.0,2.0,3.0,696.0,-37.8711,145.0746
1710000.0,3,3.0,2.0,2.0,295.0,-37.8624,145.0798
1790000.0,4,4.0,2.0,2.0,514.0,-37.8664,145.0772
1950000.0,4,4.0,2.0,2.0,844.0,-37.8715,145.0688
1600000.0,3,3.0,1.0,2.0,637.0,-37.8645,145.0797
1320000.0,3,3.0,1.0,2.0,1063.0,-37.8752,145.0754
1650000.0,3,3.0,1.0,1.0,697.0,-37.8636,145.0903
995000.0,2,2.0,1.0,1.0,583.0,-37.8693,145.1082
1250000.0,3,3.0,1.0,1.0,842.0,-37.867,145.1092
1045000.0,3,3.0,2.0,2.0,467.0,-37.8639,145.0968
1200000.0,4,4.0,3.0,2.0,372.0,-37.8716,145.0999
1075000.0,2,2.0,1.0,2.0,695.0,-37.8694,145.0944
1500000.0,4,2.0,2.0,2.0,621.0,-37.8647,145.1023
1120000.0,3,3.0,1.0,2.0,723.0,-37.8642,145.1109
